stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\pepem\OneDrive\Documentos\dev\POCs_Projeto\x64\Debug\allegro5.cfg r
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56244] removed dtor for sub_bitmap 00000279D208D4E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56254] removed dtor for sub_bitmap 00000279D208C180
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56264] removed dtor for sub_bitmap 00000279D208CB30
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56274] removed dtor for sub_bitmap 00000279D208C370
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56291] removed dtor for sub_bitmap 00000279D208D6D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56304] removed dtor for sub_bitmap 00000279D208D8C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56315] removed dtor for sub_bitmap 00000279D208C940
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56326] removed dtor for sub_bitmap 00000279D208DAB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56337] removed dtor for sub_bitmap 00000279D208BDA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56346] removed dtor for sub_bitmap 00000279D208C560
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56355] removed dtor for sub_bitmap 00000279D208BF90
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56365] removed dtor for sub_bitmap 00000279D208C750
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56376] removed dtor for sub_bitmap 00000279D208E380
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56387] removed dtor for sub_bitmap 00000279D208F300
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56397] removed dtor for sub_bitmap 00000279D208E570
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56406] removed dtor for sub_bitmap 00000279D208E760
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56416] removed dtor for sub_bitmap 00000279D208E950
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56426] removed dtor for sub_bitmap 00000279D208EB40
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56437] removed dtor for sub_bitmap 00000279D208ED30
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56444] removed dtor for sub_bitmap 00000279D208DDB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56450] removed dtor for sub_bitmap 00000279D208EF20
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56457] removed dtor for sub_bitmap 00000279D208F110
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56464] removed dtor for sub_bitmap 00000279D208FAC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56471] removed dtor for sub_bitmap 00000279D208F4F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56477] removed dtor for sub_bitmap 00000279D208F6E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56488] removed dtor for sub_bitmap 00000279D208DFA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56497] removed dtor for sub_bitmap 00000279D208E190
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56506] removed dtor for sub_bitmap 00000279D208F8D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56513] removed dtor for sub_bitmap 00000279D20928F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56525] removed dtor for sub_bitmap 00000279D2091970
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56535] removed dtor for sub_bitmap 00000279D2092700
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56540] removed dtor for sub_bitmap 00000279D2092510
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56548] removed dtor for sub_bitmap 00000279D2092AE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56554] removed dtor for sub_bitmap 00000279D2091B60
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56565] removed dtor for sub_bitmap 00000279D2092320
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56576] removed dtor for sub_bitmap 00000279D2090DD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56585] removed dtor for sub_bitmap 00000279D2091F40
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56596] removed dtor for sub_bitmap 00000279D2090FC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56607] removed dtor for sub_bitmap 00000279D2091780
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56616] removed dtor for sub_bitmap 00000279D20911B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56624] removed dtor for sub_bitmap 00000279D20913A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56635] removed dtor for sub_bitmap 00000279D2092130
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56645] removed dtor for sub_bitmap 00000279D2091D50
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56655] removed dtor for sub_bitmap 00000279D2091590
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56664] removed dtor for sub_bitmap 00000279D2096720
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56673] removed dtor for sub_bitmap 00000279D2096530
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56684] removed dtor for sub_bitmap 00000279D20957A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56699] removed dtor for sub_bitmap 00000279D2095D70
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56710] removed dtor for sub_bitmap 00000279D2096910
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56722] removed dtor for sub_bitmap 00000279D20953C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56733] removed dtor for sub_bitmap 00000279D20955B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56744] removed dtor for sub_bitmap 00000279D2094DF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56752] removed dtor for sub_bitmap 00000279D2096B00
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56762] removed dtor for sub_bitmap 00000279D2095990
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56771] removed dtor for sub_bitmap 00000279D2095F60
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56781] removed dtor for sub_bitmap 00000279D2094FE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56791] removed dtor for sub_bitmap 00000279D20951D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56799] removed dtor for sub_bitmap 00000279D2095B80
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56810] removed dtor for sub_bitmap 00000279D2096150
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56820] removed dtor for sub_bitmap 00000279D2096340
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56831] removed dtor for sub_bitmap 00000279D20977B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56839] removed dtor for sub_bitmap 00000279D2096E00
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56851] removed dtor for sub_bitmap 00000279D2097B90
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56868] removed dtor for sub_bitmap 00000279D2098730
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56879] removed dtor for sub_bitmap 00000279D2097F70
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56889] removed dtor for sub_bitmap 00000279D2098160
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56899] removed dtor for sub_bitmap 00000279D2096FF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56906] removed dtor for sub_bitmap 00000279D2097D80
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56914] removed dtor for sub_bitmap 00000279D2098540
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56922] removed dtor for sub_bitmap 00000279D2098920
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56930] removed dtor for sub_bitmap 00000279D20979A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56937] removed dtor for sub_bitmap 00000279D2098B10
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56944] removed dtor for sub_bitmap 00000279D20971E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56954] removed dtor for sub_bitmap 00000279D20973D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56964] removed dtor for sub_bitmap 00000279D2098350
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56976] removed dtor for sub_bitmap 00000279D20975C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56988] removed dtor for sub_bitmap 00000279D209AB30
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.56999] removed dtor for sub_bitmap 00000279D209B6D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57006] removed dtor for sub_bitmap 00000279D209A750
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57020] removed dtor for sub_bitmap 00000279D209AF10
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57029] removed dtor for sub_bitmap 00000279D209A940
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57035] removed dtor for sub_bitmap 00000279D209B8C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57041] removed dtor for sub_bitmap 00000279D209BAB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57049] removed dtor for sub_bitmap 00000279D209AD20
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57061] removed dtor for sub_bitmap 00000279D209C080
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57068] removed dtor for sub_bitmap 00000279D209B100
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57075] removed dtor for sub_bitmap 00000279D209BCA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57082] removed dtor for sub_bitmap 00000279D209A560
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57089] removed dtor for sub_bitmap 00000279D209B2F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57096] removed dtor for sub_bitmap 00000279D209B4E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57104] removed dtor for sub_bitmap 00000279D209BE90
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57111] removed dtor for sub_bitmap 00000279D209C270
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57117] removed dtor for sub_bitmap 00000279D209D4F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57125] removed dtor for sub_bitmap 00000279D209D6E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57132] removed dtor for sub_bitmap 00000279D209DCB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57138] removed dtor for sub_bitmap 00000279D209FBB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57146] removed dtor for sub_bitmap 00000279D209EE20
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57154] removed dtor for sub_bitmap 00000279D209FDA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57162] removed dtor for sub_bitmap 00000279D209D8D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57169] removed dtor for sub_bitmap 00000279D209C570
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57176] removed dtor for sub_bitmap 00000279D209F200
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57184] removed dtor for sub_bitmap 00000279D209DAC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57192] removed dtor for sub_bitmap 00000279D209E850
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57198] removed dtor for sub_bitmap 00000279D209FF90
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57205] removed dtor for sub_bitmap 00000279D209C760
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57214] removed dtor for sub_bitmap 00000279D209F3F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57223] removed dtor for sub_bitmap 00000279D209DEA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57233] removed dtor for sub_bitmap 00000279D20A0180
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57241] removed dtor for sub_bitmap 00000279D209F5E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57249] removed dtor for sub_bitmap 00000279D209D300
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57257] removed dtor for sub_bitmap 00000279D209CF20
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57264] removed dtor for sub_bitmap 00000279D209EA40
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57273] removed dtor for sub_bitmap 00000279D209CD30
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57280] removed dtor for sub_bitmap 00000279D209E090
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57288] removed dtor for sub_bitmap 00000279D209E280
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57295] removed dtor for sub_bitmap 00000279D209EC30
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57302] removed dtor for sub_bitmap 00000279D209CB40
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57308] removed dtor for sub_bitmap 00000279D209D110
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57316] removed dtor for sub_bitmap 00000279D209C950
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57324] removed dtor for sub_bitmap 00000279D209F7D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57331] removed dtor for sub_bitmap 00000279D209E470
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57338] removed dtor for sub_bitmap 00000279D209E660
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57345] removed dtor for sub_bitmap 00000279D209F010
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57351] removed dtor for sub_bitmap 00000279D209F9C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57359] removed dtor for sub_bitmap 00000279D20A6230
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57367] removed dtor for sub_bitmap 00000279D20A6BE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57374] removed dtor for sub_bitmap 00000279D20A54A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57382] removed dtor for sub_bitmap 00000279D20A6800
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57390] removed dtor for sub_bitmap 00000279D20A6420
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57397] removed dtor for sub_bitmap 00000279D20A50C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57407] removed dtor for sub_bitmap 00000279D20A6DD0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57416] removed dtor for sub_bitmap 00000279D20A5E50
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57424] removed dtor for sub_bitmap 00000279D20A3D60
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57432] removed dtor for sub_bitmap 00000279D20A4330
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57438] removed dtor for sub_bitmap 00000279D20A4900
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57447] removed dtor for sub_bitmap 00000279D20A3790
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57456] removed dtor for sub_bitmap 00000279D20A3F50
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57463] removed dtor for sub_bitmap 00000279D20A6040
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57471] removed dtor for sub_bitmap 00000279D20A5690
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57478] removed dtor for sub_bitmap 00000279D20A5880
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57486] removed dtor for sub_bitmap 00000279D20A5A70
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57492] removed dtor for sub_bitmap 00000279D20A69F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57502] removed dtor for sub_bitmap 00000279D20A4140
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57510] removed dtor for sub_bitmap 00000279D20A52B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57518] removed dtor for sub_bitmap 00000279D20A4520
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57526] removed dtor for sub_bitmap 00000279D20A5C60
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57534] removed dtor for sub_bitmap 00000279D20A6610
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57542] removed dtor for sub_bitmap 00000279D20A4CE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57548] removed dtor for sub_bitmap 00000279D20A71B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57555] removed dtor for sub_bitmap 00000279D20A6FC0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57565] removed dtor for sub_bitmap 00000279D20A4710
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57573] removed dtor for sub_bitmap 00000279D20A35A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57580] removed dtor for sub_bitmap 00000279D20A4AF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57588] removed dtor for sub_bitmap 00000279D20A3980
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57595] removed dtor for sub_bitmap 00000279D20A3B70
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57603] removed dtor for sub_bitmap 00000279D20A4ED0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57611] removed dtor for sub_bitmap 00000279D20AC630
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57619] removed dtor for sub_bitmap 00000279D20ABA90
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57626] removed dtor for sub_bitmap 00000279D20A97B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57633] removed dtor for sub_bitmap 00000279D20AA160
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57640] removed dtor for sub_bitmap 00000279D20AAEF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57648] removed dtor for sub_bitmap 00000279D20ABC80
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57654] removed dtor for sub_bitmap 00000279D20AB8A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57662] removed dtor for sub_bitmap 00000279D20AB2D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57670] removed dtor for sub_bitmap 00000279D20A9F70
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57677] removed dtor for sub_bitmap 00000279D20AA540
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57683] removed dtor for sub_bitmap 00000279D20ABE70
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57690] removed dtor for sub_bitmap 00000279D20ACC00
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57700] removed dtor for sub_bitmap 00000279D20AC820
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57708] removed dtor for sub_bitmap 00000279D20AC440
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57714] removed dtor for sub_bitmap 00000279D20AB0E0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57720] removed dtor for sub_bitmap 00000279D20AC250
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57726] removed dtor for sub_bitmap 00000279D20ACA10
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57733] removed dtor for sub_bitmap 00000279D20AAB10
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57740] removed dtor for sub_bitmap 00000279D20ACDF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57748] removed dtor for sub_bitmap 00000279D20AA350
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57755] removed dtor for sub_bitmap 00000279D20A95C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57762] removed dtor for sub_bitmap 00000279D20ACFE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57768] removed dtor for sub_bitmap 00000279D20AB4C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57774] removed dtor for sub_bitmap 00000279D20AAD00
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57780] removed dtor for sub_bitmap 00000279D20AD1D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57790] removed dtor for sub_bitmap 00000279D20AA920
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57798] removed dtor for sub_bitmap 00000279D20AB6B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57806] removed dtor for sub_bitmap 00000279D20AC060
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57814] removed dtor for sub_bitmap 00000279D20A99A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57821] removed dtor for sub_bitmap 00000279D20A9B90
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57828] removed dtor for sub_bitmap 00000279D20A9D80
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57835] removed dtor for sub_bitmap 00000279D20AA730
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57841] removed dtor for sub_bitmap 00000279D20B0A80
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57847] removed dtor for sub_bitmap 00000279D20B04B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57856] removed dtor for sub_bitmap 00000279D20AE7A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57863] removed dtor for sub_bitmap 00000279D20AFB00
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57869] removed dtor for sub_bitmap 00000279D20B1050
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57877] removed dtor for sub_bitmap 00000279D20B1620
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57883] removed dtor for sub_bitmap 00000279D20B06A0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57894] removed dtor for sub_bitmap 00000279D20AED70
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57904] removed dtor for sub_bitmap 00000279D20AF720
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57915] removed dtor for sub_bitmap 00000279D20B1240
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57927] removed dtor for sub_bitmap 00000279D20ADC00
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57938] removed dtor for sub_bitmap 00000279D20B0C70
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57947] removed dtor for sub_bitmap 00000279D20AE5B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57954] removed dtor for sub_bitmap 00000279D20ADDF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57962] removed dtor for sub_bitmap 00000279D20AEF60
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57969] removed dtor for sub_bitmap 00000279D20AE990
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57980] removed dtor for sub_bitmap 00000279D20AFCF0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57988] removed dtor for sub_bitmap 00000279D20AEB80
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.57996] removed dtor for sub_bitmap 00000279D20ADA10
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58006] removed dtor for sub_bitmap 00000279D20AF530
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58015] removed dtor for sub_bitmap 00000279D20AF910
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58023] removed dtor for sub_bitmap 00000279D20ADFE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58031] removed dtor for sub_bitmap 00000279D20AFEE0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58037] removed dtor for sub_bitmap 00000279D20B0890
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58048] removed dtor for sub_bitmap 00000279D20AE1D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58056] removed dtor for sub_bitmap 00000279D20AF150
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58064] removed dtor for sub_bitmap 00000279D20AF340
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58071] removed dtor for sub_bitmap 00000279D20B1430
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58081] removed dtor for sub_bitmap 00000279D20AE3C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58092] removed dtor for sub_bitmap 00000279D20B00D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58101] removed dtor for sub_bitmap 00000279D20B02C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58110] removed dtor for sub_bitmap 00000279D20B0E60
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58122] removed dtor for sub_bitmap 00000279D20B86D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58135] removed dtor for sub_bitmap 00000279D20B6F90
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58144] removed dtor for sub_bitmap 00000279D20BD450
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58154] removed dtor for sub_bitmap 00000279D20BB740
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58162] removed dtor for sub_bitmap 00000279D20B6200
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58171] removed dtor for sub_bitmap 00000279D20B6DA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58180] removed dtor for sub_bitmap 00000279D20B5C30
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58188] removed dtor for sub_bitmap 00000279D20BB930
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58196] removed dtor for sub_bitmap 00000279D20B5E20
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58204] removed dtor for sub_bitmap 00000279D20BB360
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58212] removed dtor for sub_bitmap 00000279D20B82F0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58218] removed dtor for sub_bitmap 00000279D20B7750
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58227] removed dtor for sub_bitmap 00000279D20B8100
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58235] removed dtor for sub_bitmap 00000279D20B6010
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58243] removed dtor for sub_bitmap 00000279D20B6BB0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58253] removed dtor for sub_bitmap 00000279D20BB170
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58261] removed dtor for sub_bitmap 00000279D20B9A30
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58268] removed dtor for sub_bitmap 00000279D20B9840
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58275] removed dtor for sub_bitmap 00000279D20BA5D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58285] removed dtor for sub_bitmap 00000279D20BC4D0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58294] removed dtor for sub_bitmap 00000279D20B7180
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58303] removed dtor for sub_bitmap 00000279D20B9650
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58309] removed dtor for sub_bitmap 00000279D20B7370
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58316] removed dtor for sub_bitmap 00000279D20BA7C0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58324] removed dtor for sub_bitmap 00000279D20B9C20
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58331] removed dtor for sub_bitmap 00000279D20B8E90
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58343] removed dtor for sub_bitmap 00000279D20B8CA0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58361] removed dtor for sub_bitmap 00000279D20BBB20
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58371] removed dtor for sub_bitmap 00000279D20B7940
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58379] removed dtor for sub_bitmap 00000279D20BA9B0
dtor     D               dtor.c:227  _al_unregister_destructor        [  30.58386] removed dtor for sub_bitmap 00000279D20B7F10
